-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2014 through 12/31/2024 in LST
Location: Latitude  56.269   Longitude 9.148 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 36.83 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
WD50M     MERRA-2 Wind Direction at 50 Meters (Degrees) 
WS50M     MERRA-2 Wind Speed at 50 Meters (m/s) 
PS        MERRA-2 Surface Pressure (kPa) 
T2M       MERRA-2 Temperature at 2 Meters (C) 
QV2M      MERRA-2 Specific Humidity at 2 Meters (g/kg) 
-END HEADER-
YEAR,MO,DY,HR,WD50M,WS50M,PS,T2M,QV2M
2020,9,9,10,266.0,11.96,100.56,18.22,11.75
2020,9,9,11,277.6,12.25,100.62,17.32,10.47
2020,9,9,12,281.2,12.07,100.65,17.1,9.37
2020,9,9,13,284.6,12.26,100.68,16.82,8.56
2020,9,9,14,286.9,12.49,100.72,16.13,7.95
2020,9,9,15,286.9,12.48,100.74,15.2,7.6
2020,9,9,16,285.7,12.57,100.76,14.52,7.39
2020,9,9,17,283.3,11.81,100.78,13.83,7.43
2020,9,9,18,279.1,11.06,100.81,12.86,7.63
2020,9,9,19,275.3,10.85,100.83,12.23,7.74
2020,9,9,20,274.0,10.6,100.85,12.11,7.79
2020,9,9,21,277.8,10.81,100.86,12.11,7.71
2020,9,9,22,284.1,11.41,100.9,11.93,7.47
2020,9,9,23,287.2,11.45,100.95,11.59,7.21
2020,9,10,0,287.3,10.98,100.98,11.12,6.99
2020,9,10,1,287.8,10.55,101.01,10.65,6.77
2020,9,10,2,288.4,10.32,101.04,10.29,6.51
2020,9,10,3,289.8,10.35,101.07,10.19,6.4
2020,9,10,4,290.8,9.79,101.09,10.11,6.48
2020,9,10,5,293.2,9.5,101.13,9.87,6.53
2020,9,10,6,296.4,9.01,101.19,10.29,6.65
2020,9,10,7,298.8,7.75,101.25,11.68,6.91
2020,9,10,8,305.9,9.1,101.29,13.0,6.86
2020,9,10,9,306.5,9.32,101.35,13.89,6.63
2020,9,10,10,302.5,8.81,101.39,14.56,6.55
2020,9,10,11,296.4,8.49,101.42,15.03,6.51
2020,9,10,12,290.9,8.31,101.43,15.29,6.49
2020,9,10,13,287.0,8.24,101.44,15.33,6.48
2020,9,10,14,284.4,8.15,101.43,15.14,6.44
2020,9,10,15,282.4,7.94,101.4,14.7,6.43
2020,9,10,16,281.2,7.62,101.38,14.1,6.48
2020,9,10,17,280.1,6.85,101.35,13.13,6.69
2020,9,10,18,276.3,6.4,101.33,11.06,6.83
2020,9,10,19,270.4,6.23,101.33,9.82,6.61
2020,9,10,20,261.9,6.02,101.31,9.42,6.55
2020,9,10,21,254.9,6.22,101.3,9.17,6.53
2020,9,10,22,251.6,6.45,101.31,9.34,6.63
2020,9,10,23,246.1,6.28,101.28,9.67,6.79
2020,9,11,0,241.0,6.29,101.23,9.67,6.84
2020,9,11,1,237.8,6.21,101.2,10.06,6.96
2020,9,11,2,231.8,6.05,101.15,10.23,7.05
2020,9,11,3,226.1,6.06,101.1,10.11,7.06
2020,9,11,4,218.9,6.36,101.06,9.72,6.97
2020,9,11,5,215.2,6.52,101.04,9.69,6.99
2020,9,11,6,207.8,6.49,101.01,10.25,7.15
2020,9,11,7,197.7,6.76,100.97,11.18,7.36
2020,9,11,8,194.9,6.93,100.93,12.16,7.63
2020,9,11,9,197.2,7.09,100.9,13.85,7.93
2020,9,11,10,206.6,7.71,100.88,15.19,7.97
2020,9,11,11,219.8,8.85,100.86,16.13,7.82
2020,9,11,12,225.7,9.9,100.85,16.57,7.65
2020,9,11,13,228.9,10.62,100.84,16.31,7.62
2020,9,11,14,231.5,10.73,100.83,15.52,7.64
2020,9,11,15,231.5,10.21,100.8,14.98,7.71
2020,9,11,16,229.7,9.47,100.76,14.62,7.87
2020,9,11,17,227.0,9.06,100.74,14.01,7.98
2020,9,11,18,222.4,8.73,100.7,13.45,8.08
2020,9,11,19,215.2,8.45,100.69,12.92,8.15
2020,9,11,20,212.6,8.31,100.71,12.73,8.27
2020,9,11,21,216.1,8.32,100.71,12.8,8.39
2020,9,11,22,216.3,8.08,100.7,12.72,8.5
2020,9,11,23,216.9,8.21,100.69,12.67,8.57
2020,9,12,0,217.2,8.32,100.69,12.64,8.62
2020,9,12,1,215.6,8.24,100.66,12.6,8.64
2020,9,12,2,214.2,8.18,100.61,12.41,8.6
2020,9,12,3,213.2,8.36,100.57,12.27,8.56
2020,9,12,4,210.1,8.23,100.53,12.2,8.55
2020,9,12,5,208.8,8.6,100.49,12.34,8.61
2020,9,12,6,213.7,9.26,100.47,12.91,8.84
2020,9,12,7,210.4,8.37,100.46,13.43,9.18
2020,9,12,8,213.4,8.09,100.44,14.29,9.59
2020,9,12,9,228.5,9.32,100.43,15.06,9.83
2020,9,12,10,241.7,10.31,100.44,15.39,9.79
2020,9,12,11,253.3,10.99,100.48,15.76,9.64
2020,9,12,12,259.9,10.12,100.52,15.37,9.3
2020,9,12,13,266.0,10.0,100.58,15.06,8.88
2020,9,12,14,270.3,11.68,100.66,15.01,7.88
2020,9,12,15,269.1,12.19,100.72,14.88,7.34
2020,9,12,16,267.6,11.89,100.79,14.54,7.3
2020,9,12,17,266.4,11.07,100.83,13.8,7.43
2020,9,12,18,264.1,10.4,100.9,12.65,7.49
2020,9,12,19,262.4,9.02,101.0,12.07,7.58
2020,9,12,20,258.0,8.7,101.06,11.6,7.6
2020,9,12,21,253.9,8.7,101.08,11.57,7.64
2020,9,12,22,252.2,8.64,101.14,11.28,7.63
2020,9,12,23,251.6,8.46,101.19,11.24,7.65
2020,9,13,0,246.4,8.14,101.21,11.05,7.68
2020,9,13,1,241.4,8.18,101.22,11.12,7.74
2020,9,13,2,235.6,8.14,101.21,11.33,7.81
2020,9,13,3,227.8,8.19,101.16,11.57,7.89
2020,9,13,4,223.2,8.23,101.14,11.7,7.97
2020,9,13,5,226.5,8.48,101.16,11.93,8.02
2020,9,13,6,223.7,8.64,101.15,12.43,8.2
2020,9,13,7,204.6,7.46,101.07,12.97,8.58
2020,9,13,8,196.9,8.02,101.01,13.87,9.09
2020,9,13,9,211.6,10.26,101.0,15.43,9.88
2020,9,13,10,232.3,12.35,101.01,16.58,10.23
2020,9,13,11,242.4,13.24,101.04,16.8,10.08
2020,9,13,12,246.8,13.53,101.07,17.2,10.14
2020,9,13,13,250.0,13.48,101.11,17.48,10.31
2020,9,13,14,251.7,12.97,101.16,17.42,10.46
2020,9,13,15,250.5,12.21,101.18,17.31,10.54
2020,9,13,16,248.8,11.19,101.2,17.07,10.6
2020,9,13,17,246.7,10.51,101.25,16.51,10.58
2020,9,13,18,244.6,10.35,101.31,15.8,10.45
2020,9,13,19,243.2,10.05,101.39,15.37,10.32
2020,9,13,20,239.9,9.75,101.47,15.16,10.22
2020,9,13,21,238.9,9.83,101.55,14.99,10.12
2020,9,13,22,237.4,9.78,101.6,14.74,10.0
2020,9,13,23,237.5,9.84,101.63,14.48,9.88
2020,9,14,0,240.2,9.83,101.65,14.46,9.86
2020,9,14,1,243.5,9.66,101.68,14.51,9.88
2020,9,14,2,244.2,9.01,101.69,14.41,9.87
2020,9,14,3,244.5,8.68,101.71,14.2,9.78
2020,9,14,4,243.7,8.43,101.73,13.95,9.65
2020,9,14,5,240.3,8.2,101.75,13.61,9.46
2020,9,14,6,234.9,7.92,101.78,13.91,9.58
2020,9,14,7,227.7,6.97,101.81,15.23,10.26
2020,9,14,8,221.9,6.07,101.86,16.44,10.89
2020,9,14,9,226.3,6.76,101.91,17.83,10.99
2020,9,14,10,228.1,7.48,101.93,19.12,10.9
2020,9,14,11,232.1,7.96,101.94,20.32,10.95
2020,9,14,12,236.5,8.13,101.94,21.18,11.1
2020,9,14,13,240.8,7.96,101.93,21.61,11.22
2020,9,14,14,244.3,7.53,101.92,21.61,11.28
2020,9,14,15,246.4,6.86,101.9,21.24,11.32
2020,9,14,16,247.6,5.62,101.88,20.51,11.57
2020,9,14,17,246.7,4.88,101.88,19.13,11.99
2020,9,14,18,246.1,5.01,101.89,16.5,11.2
2020,9,14,19,245.4,5.16,101.92,15.06,11.07
2020,9,14,20,244.6,5.26,101.94,14.4,11.08
2020,9,14,21,245.3,5.25,101.94,13.92,11.03
2020,9,14,22,248.7,5.01,101.95,13.61,10.85
2020,9,14,23,255.7,4.62,101.94,13.4,10.68
2020,9,15,0,266.1,4.09,101.93,13.33,10.55
2020,9,15,1,278.9,3.43,101.92,13.45,10.44
2020,9,15,2,296.0,2.71,101.9,13.67,10.35
2020,9,15,3,319.6,1.93,101.87,14.09,10.29
2020,9,15,4,357.7,1.26,101.84,14.12,10.09
2020,9,15,5,59.5,1.04,101.81,13.99,9.81
2020,9,15,6,105.6,1.56,101.79,13.56,9.47
2020,9,15,7,125.0,2.13,101.79,14.26,9.68
2020,9,15,8,135.6,2.03,101.79,15.52,10.11
2020,9,15,9,138.7,1.85,101.8,16.71,10.31
2020,9,15,10,138.0,1.47,101.78,17.35,10.39
2020,9,15,11,131.1,1.03,101.75,18.07,10.54
2020,9,15,12,132.8,0.74,101.7,19.65,10.82
2020,9,15,13,164.1,0.58,101.62,21.27,10.71
2020,9,15,14,183.9,0.59,101.56,21.85,10.8
2020,9,15,15,202.4,0.74,101.5,22.01,10.85
2020,9,15,16,228.4,0.72,101.44,21.79,11.2
2020,9,15,17,269.1,0.66,101.41,21.08,11.26
2020,9,15,18,324.4,0.82,101.39,19.88,10.1
2020,9,15,19,340.7,1.03,101.38,18.8,9.8
2020,9,15,20,335.0,1.14,101.38,17.79,9.65
2020,9,15,21,319.0,1.62,101.37,16.28,9.53
2020,9,15,22,313.3,2.64,101.37,14.76,9.33
2020,9,15,23,314.0,3.99,101.37,12.94,9.05
2020,9,16,0,315.3,5.23,101.36,11.9,8.84
2020,9,16,1,315.9,5.82,101.35,11.31,8.68
2020,9,16,2,312.6,5.79,101.33,10.81,8.55
2020,9,16,3,304.0,5.94,101.31,10.54,8.49
2020,9,16,4,296.5,6.52,101.31,10.94,8.55
2020,9,16,5,292.6,7.1,101.31,11.49,8.72
2020,9,16,6,290.9,7.4,101.31,12.55,9.02
2020,9,16,7,291.2,6.95,101.32,13.97,9.39
2020,9,16,8,297.9,7.45,101.35,14.87,9.6
2020,9,16,9,306.1,9.21,101.38,15.6,9.5
2020,9,16,10,308.0,10.14,101.38,16.22,9.23
2020,9,16,11,310.5,10.4,101.37,16.71,8.68
2020,9,16,12,318.4,10.46,101.4,16.84,8.13
2020,9,16,13,331.2,10.37,101.44,16.78,7.93
2020,9,16,14,348.0,10.23,101.49,16.78,7.79
2020,9,16,15,3.1,10.46,101.55,16.46,7.32
2020,9,16,16,9.4,10.15,101.64,15.54,6.94
2020,9,16,17,7.6,9.12,101.73,14.2,7.06
2020,9,16,18,4.2,9.13,101.84,12.21,6.98
2020,9,16,19,8.1,9.67,101.98,11.15,6.66
2020,9,16,20,15.1,10.03,102.1,10.56,6.35
2020,9,16,21,19.9,9.86,102.21,9.93,6.11
2020,9,16,22,22.8,9.28,102.3,9.21,5.96
2020,9,16,23,24.5,8.5,102.36,8.46,5.82
2020,9,17,0,26.2,8.09,102.42,7.9,5.69
2020,9,17,1,27.3,7.71,102.46,7.39,5.56
2020,9,17,2,25.9,7.26,102.5,7.1,5.48
2020,9,17,3,25.0,7.19,102.55,7.27,5.5
2020,9,17,4,24.4,7.22,102.6,6.35,5.24
2020,9,17,5,23.3,7.06,102.66,5.64,5.05
2020,9,17,6,24.0,6.4,102.7,5.87,5.11
2020,9,17,7,22.8,5.48,102.75,7.82,5.46
2020,9,17,8,20.6,4.52,102.79,9.34,5.52
2020,9,17,9,15.6,4.59,102.83,11.1,5.44
2020,9,17,10,7.0,4.26,102.84,12.5,5.47
2020,9,17,11,357.3,3.84,102.82,13.7,5.44
2020,9,17,12,346.6,3.74,102.81,14.59,5.46
2020,9,17,13,340.6,3.7,102.79,15.14,5.5
2020,9,17,14,337.9,3.7,102.77,15.3,5.5
2020,9,17,15,337.8,3.9,102.76,15.17,5.55
2020,9,17,16,336.5,3.78,102.74,14.56,5.89
2020,9,17,17,332.6,3.35,102.71,13.03,6.85
2020,9,17,18,325.6,3.04,102.7,10.8,5.8
2020,9,17,19,314.2,3.07,102.72,9.87,5.44
2020,9,17,20,302.6,3.5,102.72,9.06,5.42
2020,9,17,21,291.5,3.92,102.71,8.46,5.51
2020,9,17,22,279.9,4.18,102.69,8.06,5.75
2020,9,17,23,269.2,4.57,102.67,7.66,6.07
2020,9,18,0,263.6,5.17,102.65,7.22,6.36
2020,9,18,1,262.7,5.76,102.63,6.85,6.63
2020,9,18,2,264.8,6.32,102.62,6.67,6.82
2020,9,18,3,268.8,6.88,102.61,7.18,6.85
2020,9,18,4,271.4,7.18,102.61,7.89,6.8
2020,9,18,5,271.8,7.32,102.61,8.01,6.65
2020,9,18,6,269.6,7.3,102.6,7.89,6.6
2020,9,18,7,266.2,6.88,102.6,10.43,6.9
2020,9,18,8,265.6,6.59,102.61,12.37,7.07
2020,9,18,9,268.9,6.88,102.6,13.6,7.0
2020,9,18,10,270.9,6.73,102.57,14.61,6.94
2020,9,18,11,273.3,6.64,102.54,15.45,6.98
2020,9,18,12,276.1,6.56,102.5,16.08,7.08
2020,9,18,13,278.6,6.45,102.47,16.36,7.18
2020,9,18,14,281.1,6.33,102.44,16.34,7.21
2020,9,18,15,283.1,6.24,102.4,15.97,7.21
2020,9,18,16,285.3,6.06,102.36,15.12,7.25
2020,9,18,17,286.8,5.66,102.34,13.62,7.55
2020,9,18,18,288.3,6.04,102.33,11.09,7.2
2020,9,18,19,290.2,6.29,102.33,10.01,7.04
2020,9,18,20,290.6,6.26,102.32,9.5,7.16
2020,9,18,21,288.7,6.22,102.29,9.17,7.3
2020,9,18,22,286.7,6.21,102.27,8.99,7.44
2020,9,18,23,285.8,6.28,102.24,8.9,7.58
2020,9,19,0,285.8,6.33,102.2,8.85,7.79
2020,9,19,1,287.1,6.29,102.17,8.8,8.07
2020,9,19,2,289.5,6.17,102.13,8.89,8.26
2020,9,19,3,292.9,6.11,102.11,9.06,8.38
2020,9,19,4,296.7,6.14,102.09,9.24,8.41
2020,9,19,5,300.3,6.05,102.07,9.39,8.4
2020,9,19,6,303.5,5.8,102.08,9.85,8.42
2020,9,19,7,306.3,5.25,102.08,12.55,8.96
2020,9,19,8,309.9,3.98,102.08,14.68,9.55
2020,9,19,9,312.0,3.24,102.07,15.95,9.7
2020,9,19,10,312.2,3.14,102.05,17.37,9.66
2020,9,19,11,314.9,2.91,102.03,18.38,9.66
2020,9,19,12,315.6,2.62,102.0,19.0,9.71
2020,9,19,13,315.2,2.35,101.98,19.33,9.73
2020,9,19,14,313.1,2.16,101.94,19.35,9.73
2020,9,19,15,308.4,2.04,101.9,19.02,9.67
2020,9,19,16,309.8,2.02,101.86,18.32,9.7
2020,9,19,17,322.6,2.29,101.84,16.76,10.14
2020,9,19,18,339.9,2.59,101.84,14.52,9.08
2020,9,19,19,0.5,2.5,101.85,13.47,8.87
2020,9,19,20,23.9,2.18,101.85,12.8,8.85
2020,9,19,21,49.9,1.83,101.86,12.15,8.85
2020,9,19,22,73.7,1.5,101.85,12.06,8.82
2020,9,19,23,94.4,1.03,101.84,11.98,8.71
2020,9,20,0,132.9,0.57,101.83,11.96,8.58
2020,9,20,1,192.7,0.73,101.82,11.76,8.42
2020,9,20,2,218.7,1.22,101.8,11.12,8.18
2020,9,20,3,237.2,1.61,101.79,10.54,7.95
2020,9,20,4,254.6,1.92,101.78,10.25,7.78
2020,9,20,5,269.7,2.16,101.78,9.76,7.55
2020,9,20,6,276.3,2.2,101.78,9.5,7.4
2020,9,20,7,266.3,2.03,101.77,11.01,7.87
2020,9,20,8,253.1,2.13,101.76,12.77,8.47
2020,9,20,9,253.9,2.67,101.76,14.26,8.9
2020,9,20,10,256.6,3.01,101.76,15.4,9.09
2020,9,20,11,254.8,3.1,101.75,16.36,9.2
2020,9,20,12,251.7,3.19,101.73,17.11,9.29
2020,9,20,13,254.7,3.4,101.7,17.58,9.33
2020,9,20,14,263.1,3.66,101.67,17.68,9.33
2020,9,20,15,271.8,3.85,101.62,17.33,9.23
2020,9,20,16,279.9,3.89,101.6,16.54,9.1
2020,9,20,17,287.8,3.93,101.61,14.99,9.23
2020,9,20,18,289.6,3.87,101.63,12.3,8.61
2020,9,20,19,285.8,3.48,101.66,11.23,8.53
2020,9,20,20,277.8,3.08,101.67,10.72,8.52
2020,9,20,21,259.9,2.79,101.66,10.33,8.37
2020,9,20,22,237.3,3.08,101.62,9.9,8.13
2020,9,20,23,228.4,3.83,101.58,9.32,7.87
2020,9,21,0,230.9,4.5,101.57,8.87,7.63
2020,9,21,1,234.3,5.1,101.55,8.56,7.41
2020,9,21,2,235.3,5.52,101.52,8.37,7.24
2020,9,21,3,232.3,5.87,101.48,8.29,7.1
2020,9,21,4,231.0,6.18,101.46,8.35,7.02
2020,9,21,5,232.6,6.33,101.45,8.61,7.04
2020,9,21,6,229.6,6.64,101.42,8.77,7.04
2020,9,21,7,225.4,6.54,101.39,10.9,7.82
2020,9,21,8,227.1,5.73,101.37,12.35,8.42
2020,9,21,9,236.7,5.84,101.37,13.76,8.75
2020,9,21,10,237.0,5.75,101.35,14.8,8.8
2020,9,21,11,233.7,5.89,101.3,15.83,8.78
2020,9,21,12,233.9,6.13,101.24,16.58,8.87
2020,9,21,13,238.8,6.29,101.21,17.05,8.98
2020,9,21,14,244.2,6.34,101.16,17.18,9.0
2020,9,21,15,247.7,6.22,101.12,16.9,8.99
2020,9,21,16,249.7,5.65,101.09,16.22,9.0
2020,9,21,17,249.3,4.91,101.06,14.57,9.16
2020,9,21,18,246.3,4.86,101.03,11.6,8.63
2020,9,21,19,242.6,4.88,101.02,10.57,8.59
2020,9,21,20,241.8,4.85,101.02,10.23,8.53
2020,9,21,21,242.6,4.74,101.0,10.03,8.46
2020,9,21,22,242.4,4.77,100.98,9.79,8.33
2020,9,21,23,236.5,4.94,100.92,9.52,8.2
2020,9,22,0,229.0,5.34,100.86,9.1,8.05
2020,9,22,1,228.9,5.65,100.81,8.69,7.88
2020,9,22,2,232.8,5.62,100.78,8.5,7.72
2020,9,22,3,231.6,5.38,100.72,8.56,7.63
2020,9,22,4,224.2,5.28,100.67,8.63,7.54
2020,9,22,5,216.8,5.39,100.64,8.71,7.45
2020,9,22,6,213.8,5.55,100.62,9.0,7.42
2020,9,22,7,213.6,5.28,100.6,10.86,7.85
2020,9,22,8,211.6,4.62,100.57,12.36,8.39
2020,9,22,9,218.9,5.13,100.53,14.09,8.93
2020,9,22,10,220.9,5.85,100.49,15.43,9.12
2020,9,22,11,220.7,6.32,100.46,16.47,9.16
2020,9,22,12,221.5,6.63,100.42,17.46,9.14
2020,9,22,13,224.0,6.82,100.39,18.04,9.08
2020,9,22,14,227.6,6.9,100.36,18.13,8.96
2020,9,22,15,231.8,6.71,100.32,17.74,8.86
2020,9,22,16,232.8,5.91,100.26,16.92,9.05
2020,9,22,17,228.4,5.19,100.22,15.11,9.36
2020,9,22,18,220.4,5.25,100.18,12.52,8.74
2020,9,22,19,210.4,5.77,100.16,11.63,8.75
2020,9,22,20,203.5,6.57,100.12,11.21,8.84
2020,9,22,21,200.5,7.33,100.08,11.01,8.96
2020,9,22,22,201.6,7.68,100.04,10.95,9.01
2020,9,22,23,204.6,7.74,100.01,10.9,8.96
2020,9,23,0,207.0,7.73,99.96,10.86,8.91
2020,9,23,1,208.0,7.68,99.93,10.83,8.85
2020,9,23,2,207.3,7.69,99.88,10.81,8.78
2020,9,23,3,205.5,7.74,99.83,10.79,8.68
2020,9,23,4,202.1,7.82,99.79,10.81,8.57
2020,9,23,5,197.1,7.98,99.75,10.89,8.43
2020,9,23,6,193.6,8.18,99.73,11.28,8.36
2020,9,23,7,190.7,7.49,99.71,12.11,8.54
2020,9,23,8,189.2,6.98,99.67,13.15,8.86
2020,9,23,9,191.4,7.14,99.64,14.92,9.31
2020,9,23,10,196.4,7.88,99.63,16.88,9.68
2020,9,23,11,203.1,8.55,99.6,18.55,10.15
2020,9,23,12,208.7,8.88,99.57,19.58,10.65
2020,9,23,13,213.4,8.95,99.55,19.92,10.95
2020,9,23,14,217.5,8.62,99.53,19.68,11.11
2020,9,23,15,220.2,7.64,99.51,19.12,11.34
2020,9,23,16,219.6,6.71,99.49,18.27,11.46
2020,9,23,17,213.1,6.49,99.47,16.88,11.16
2020,9,23,18,201.7,7.15,99.48,15.2,10.6
2020,9,23,19,193.4,7.84,99.48,14.91,10.39
2020,9,23,20,187.8,8.16,99.46,14.69,10.2
2020,9,23,21,180.8,8.11,99.4,14.53,10.08
2020,9,23,22,176.6,8.42,99.34,14.56,10.07
2020,9,23,23,175.7,8.58,99.27,14.76,10.18
2020,9,24,0,173.2,8.53,99.21,14.74,10.21
2020,9,24,1,172.5,8.7,99.15,14.57,10.12
2020,9,24,2,169.6,8.53,99.08,14.13,9.88
2020,9,24,3,161.6,8.75,98.98,13.96,9.74
2020,9,24,4,158.1,9.61,98.86,14.11,9.79
2020,9,24,5,156.8,9.85,98.74,14.19,9.84
2020,9,24,6,165.3,11.08,98.67,14.28,9.87
2020,9,24,7,185.4,14.12,98.65,14.76,10.02
2020,9,24,8,205.6,14.01,98.7,15.36,10.11
2020,9,24,9,219.5,15.61,98.84,15.16,8.9
2020,9,24,10,221.9,16.17,98.99,14.9,7.88
2020,9,24,11,224.9,16.38,99.11,15.17,7.48
2020,9,24,12,227.1,15.74,99.21,15.14,7.18
2020,9,24,13,227.7,14.86,99.31,14.9,6.97
2020,9,24,14,227.4,14.05,99.38,14.71,6.81
2020,9,24,15,226.6,13.02,99.45,14.38,6.68
2020,9,24,16,223.7,11.15,99.49,13.56,6.74
2020,9,24,17,216.4,9.25,99.52,12.86,7.11
2020,9,24,18,205.4,8.48,99.56,11.88,7.37
2020,9,24,19,194.3,8.37,99.59,11.41,7.5
2020,9,24,20,185.9,8.49,99.6,11.37,7.61
2020,9,24,21,179.0,8.7,99.58,11.37,7.7
2020,9,24,22,178.9,8.87,99.58,11.34,7.78
2020,9,24,23,179.7,8.21,99.57,11.22,7.86
2020,9,25,0,181.3,7.53,99.54,11.15,7.92
2020,9,25,1,178.6,6.58,99.52,10.8,7.94
2020,9,25,2,167.1,5.72,99.5,10.32,7.94
2020,9,25,3,145.2,5.09,99.46,10.05,7.94
2020,9,25,4,121.1,5.51,99.42,9.97,7.97
2020,9,25,5,110.1,6.85,99.38,10.35,8.09
2020,9,25,6,105.1,7.89,99.36,10.82,8.2
2020,9,25,7,101.1,8.28,99.32,11.67,8.39
2020,9,25,8,101.8,8.19,99.31,12.18,8.57
2020,9,25,9,104.0,7.94,99.32,12.62,8.72
2020,9,25,10,99.2,7.62,99.32,12.92,8.77
2020,9,25,11,89.2,7.56,99.3,13.12,8.72
2020,9,25,12,80.4,8.64,99.28,13.13,8.45
2020,9,25,13,68.0,8.64,99.24,13.01,8.35
2020,9,25,14,55.8,8.86,99.21,12.59,8.27
2020,9,25,15,46.8,9.2,99.19,12.12,8.18
2020,9,25,16,36.6,9.59,99.18,11.55,7.98
2020,9,25,17,24.7,10.62,99.16,10.91,7.64
2020,9,25,18,13.0,10.81,99.13,10.3,7.38
2020,9,25,19,0.5,10.28,99.09,10.02,7.34
2020,9,25,20,350.3,10.28,99.05,10.03,7.37
2020,9,25,21,340.5,9.98,99.0,10.14,7.47
2020,9,25,22,332.8,9.2,98.96,10.15,7.53
2020,9,25,23,321.9,8.18,98.93,10.28,7.63
2020,9,26,0,305.6,7.76,98.89,10.42,7.73
2020,9,26,1,295.7,7.56,98.83,10.57,7.83
2020,9,26,2,281.3,7.28,98.82,10.73,7.92
2020,9,26,3,269.1,7.28,98.81,10.91,8.02
2020,9,26,4,267.5,7.21,98.85,11.15,8.12
2020,9,26,5,271.0,6.95,98.89,11.37,8.24
2020,9,26,6,276.9,6.62,98.93,11.49,8.34
2020,9,26,7,284.7,5.52,99.0,12.16,8.67
2020,9,26,8,295.1,3.92,99.08,13.53,9.24
2020,9,26,9,323.9,3.01,99.14,14.75,9.56
2020,9,26,10,356.1,2.66,99.21,15.29,9.57
2020,9,26,11,24.3,2.84,99.29,15.49,9.57
2020,9,26,12,39.2,4.13,99.35,16.05,9.57
2020,9,26,13,43.0,5.47,99.4,16.07,9.36
2020,9,26,14,42.8,6.54,99.43,15.58,9.14
2020,9,26,15,41.4,7.28,99.47,14.96,9.01
2020,9,26,16,36.6,8.01,99.52,14.34,8.93
2020,9,26,17,32.5,8.89,99.58,13.72,8.89
2020,9,26,18,26.1,9.53,99.63,13.14,8.9
2020,9,26,19,20.5,10.2,99.65,12.91,8.92
2020,9,26,20,19.4,10.38,99.67,12.9,8.97
2020,9,26,21,24.1,10.64,99.7,13.15,9.14
2020,9,26,22,29.3,10.82,99.74,13.66,9.44
2020,9,26,23,32.5,10.95,99.77,14.04,9.66
2020,9,27,0,35.7,10.75,99.81,14.13,9.74
2020,9,27,1,38.0,10.43,99.83,14.02,9.69
2020,9,27,2,38.9,10.28,99.85,13.9,9.62
2020,9,27,3,40.6,10.12,99.87,13.82,9.57
2020,9,27,4,48.0,10.6,99.91,14.01,9.63
2020,9,27,5,46.0,10.11,99.97,14.02,9.66
2020,9,27,6,43.6,9.5,100.03,13.77,9.55
2020,9,27,7,41.5,8.98,100.09,13.97,9.62
2020,9,27,8,41.0,8.51,100.13,14.59,9.92
2020,9,27,9,51.3,9.36,100.16,15.69,10.4
2020,9,27,10,58.8,9.59,100.19,16.92,10.79
2020,9,27,11,63.2,9.53,100.21,18.14,10.87
2020,9,27,12,64.4,9.33,100.22,19.02,10.85
2020,9,27,13,62.8,9.14,100.23,19.33,10.77
2020,9,27,14,56.8,8.89,100.25,19.0,10.73
2020,9,27,15,49.4,8.77,100.26,18.35,10.71
2020,9,27,16,39.6,7.89,100.3,17.5,10.78
2020,9,27,17,31.5,7.88,100.33,16.26,10.66
2020,9,27,18,30.6,8.52,100.38,14.95,10.26
2020,9,27,19,33.3,8.72,100.43,14.42,9.89
2020,9,27,20,36.4,8.63,100.46,14.03,9.63
2020,9,27,21,39.0,8.49,100.49,13.82,9.49
2020,9,27,22,44.0,8.37,100.51,13.7,9.4
2020,9,27,23,47.3,8.01,100.52,13.63,9.37
2020,9,28,0,50.5,7.91,100.53,13.38,9.28
2020,9,28,1,52.2,7.91,100.53,13.14,9.17
2020,9,28,2,52.3,7.85,100.53,12.96,9.06
2020,9,28,3,52.3,7.77,100.52,12.79,8.95
2020,9,28,4,52.9,7.7,100.53,12.6,8.84
2020,9,28,5,53.9,7.66,100.56,12.4,8.73
2020,9,28,6,55.2,7.69,100.57,12.28,8.65
2020,9,28,7,56.2,7.21,100.56,12.87,8.91
2020,9,28,8,59.8,6.41,100.55,13.92,9.42
2020,9,28,9,70.0,6.58,100.54,15.31,10.0
2020,9,28,10,78.6,6.62,100.55,16.6,10.41
2020,9,28,11,84.6,6.62,100.54,17.68,10.65
2020,9,28,12,87.7,6.64,100.53,18.3,10.79
2020,9,28,13,89.9,6.75,100.52,18.46,10.83
2020,9,28,14,91.8,6.8,100.51,18.08,10.77
2020,9,28,15,95.9,6.57,100.52,17.52,10.73
2020,9,28,16,104.4,5.94,100.54,16.74,10.7
2020,9,28,17,116.2,5.78,100.58,15.68,10.5
2020,9,28,18,131.2,6.29,100.64,14.3,9.88
2020,9,28,19,147.4,6.6,100.7,13.42,9.22
2020,9,28,20,153.4,6.33,100.75,12.42,8.69
2020,9,28,21,153.7,6.14,100.78,11.59,8.32
2020,9,28,22,154.6,6.0,100.82,11.2,8.13
2020,9,28,23,157.1,5.78,100.82,10.93,8.0
